zcta,county,population,households,median_hh_income,pct_ba_plus,pct_asian_nh,pct_hispanic,median_age,log_density,owner_occupied_pct,avg_vehicles_per_hh,pct_hh_with_kids,pop_density_per_sqkm,total_vehicles_dmv,bev_pct,hev_pct,phev_pct,pct_new_BEV,avg_vehicle_age,home_charging_proxy,nearest_dcfast_km
94506,Contra Costa,27261.0,9294.0,250001.0,74.9,33.7,6.3,45.9,6.326686001827542,88.83,2.39,42.8,559.3,21207.0,17.13,7.44,3.07,38.64,6.2,87.99,1.46
94507,Contra Costa,14546.0,5181.0,250001.0,76.5,10.7,7.4,50.5,6.076265148800447,92.43,2.58,30.6,435.4,14304.0,12.79,6.52,3.51,30.64,6.34,91.91,1.15
94508,Napa,3298.0,967.0,116534.0,57.1,12.4,18.8,32.4,4.298645025734831,65.77,2.39,26.3,73.6,2221.0,4.59,6.66,2.03,22.89,7.46,56.77,8.4
94509,Contra Costa,71013.0,23431.0,81512.0,18.9,8.7,42.5,37.6,7.336676463126643,58.32,2.11,39.2,1535.6,48895.0,2.58,5.71,0.83,13.51,7.75,56.25,0.55
94510,Solano,26879.0,10925.0,125222.0,45.6,11.9,15.2,45.2,5.795753753195012,71.18,2.0,27.4,328.9,25190.0,5.34,8.48,2.05,18.88,7.32,62.63,4.27
94511,Contra Costa,2144.0,900.0,78393.0,21.6,5.6,25.4,54.5,5.08821342874163,71.78,1.95,13.6,162.1,1942.0,4.84,4.58,1.13,23.55,7.56,63.22,6.57
94512,Solano,134.0,89.0,,0.0,0.0,0.0,46.8,0.9555114450274363,0.0,2.35,0.0,2.6,124.0,0.81,4.03,0.0,5.0,6.67,0.0,13.33
94513,Contra Costa,68160.0,21933.0,139736.0,38.4,16.1,25.2,40.6,5.831589179143857,81.9,2.29,44.7,340.9,56679.0,6.95,7.59,1.55,23.93,7.05,80.61,2.46
94514,Contra Costa,2044.0,581.0,97946.0,18.4,4.8,41.7,43.6,3.3250360206965914,63.34,3.02,30.3,27.8,1540.0,0.71,1.75,0.45,3.93,7.79,59.38,12.55
94515,Sonoma,6921.0,2671.0,97202.0,35.6,1.8,40.9,48.9,3.2308043957334744,62.9,2.03,23.7,25.3,6001.0,4.67,5.73,1.38,22.74,7.41,44.52,18.23
94516,Contra Costa,208.0,73.0,,68.6,0.0,1.0,55.8,4.660604892876192,72.6,3.17,35.6,105.7,199.0,8.04,11.56,3.02,30.43,7.83,71.23,5.96
94517,Contra Costa,12164.0,4425.0,164860.0,57.7,11.0,12.8,43.9,4.417635062141249,90.06,2.31,33.7,82.9,11061.0,6.08,7.82,1.65,20.73,7.08,85.4,10.41
94518,Contra Costa,27743.0,10217.0,111406.0,44.3,13.0,28.8,40.4,7.565534315704291,69.16,1.97,30.7,1930.5,21315.0,5.22,8.51,1.53,22.3,7.38,56.67,2.38
94519,Contra Costa,19918.0,7098.0,123366.0,28.4,13.7,32.2,39.3,7.614706740518479,70.87,2.02,32.7,2027.8,15029.0,4.27,7.8,1.46,18.11,7.53,70.25,1.88
94520,Contra Costa,36767.0,13287.0,79790.0,29.9,10.2,51.4,34.6,7.283310856684158,37.39,1.7,33.3,1455.8,31383.0,2.72,7.03,0.96,12.12,7.36,29.68,0.98
94521,Contra Costa,41118.0,15607.0,127312.0,44.0,15.6,17.0,43.0,7.064929953354135,73.3,2.06,28.7,1170.2,32962.0,5.42,8.81,1.59,21.73,7.28,66.08,0.85
94523,Contra Costa,34789.0,13817.0,142622.0,55.9,17.1,15.2,42.6,7.513108958591413,63.49,1.93,31.7,1831.9,27361.0,7.23,9.43,2.19,26.16,7.19,61.15,1.73
94525,Contra Costa,3665.0,1703.0,101850.0,34.9,7.9,18.2,48.3,6.244943298218264,53.96,1.89,24.1,515.4,2616.0,3.52,7.76,1.41,14.79,7.71,46.86,4.08
94526,Contra Costa,33085.0,11942.0,216974.0,69.4,16.1,8.8,45.9,6.759139254653354,83.79,2.2,37.2,861.9,28684.0,10.93,7.71,2.61,29.12,6.62,81.29,0.83
94528,Contra Costa,1000.0,371.0,,85.0,1.7,10.6,37.8,5.03500265054455,100.0,2.53,37.5,153.7,1013.0,12.34,4.24,4.15,25.27,5.99,100.0,4.88
94530,Contra Costa,26229.0,10923.0,127731.0,66.4,29.0,14.8,42.5,7.638005547493584,57.8,1.66,26.9,2075.6,18392.0,9.22,14.27,3.76,31.51,7.25,56.5,1.62
94531,Contra Costa,44746.0,13611.0,123428.0,31.6,20.2,25.8,38.9,7.39344769310913,72.34,2.41,37.8,1625.3,37719.0,6.12,7.9,1.26,25.68,7.31,71.06,3.37
94533,Solano,78537.0,24645.0,85990.0,19.9,13.7,39.4,36.0,7.271286663717356,54.85,2.12,36.8,1438.4,60597.0,3.64,6.38,0.92,17.42,7.56,51.03,2.66
94534,Solano,41122.0,13738.0,139349.0,40.1,24.2,17.3,41.4,5.299816242671772,76.18,2.33,34.9,200.3,37422.0,6.92,7.3,1.57,23.72,7.07,75.66,2.34
94535,Solano,3863.0,1000.0,83525.0,33.3,9.0,17.0,22.2,5.995954452380834,0.8,1.9,67.8,401.8,1529.0,4.84,6.34,1.44,11.83,6.41,0.8,6.83
94536,Alameda,70707.0,25211.0,156672.0,57.6,50.6,16.2,38.6,7.57911686747016,57.19,1.94,36.7,1956.9,50128.0,11.97,9.9,2.11,38.71,6.96,53.33,1.83
94538,Alameda,67704.0,23149.0,144451.0,53.4,56.2,19.5,36.6,7.320923971475334,44.78,1.89,39.8,1511.6,59946.0,20.43,9.7,1.61,48.98,6.05,39.25,0.61
94539,Alameda,52609.0,16876.0,235399.0,78.6,78.4,4.5,42.9,6.666829557872129,79.62,2.24,43.7,785.9,42879.0,19.63,10.25,3.33,50.45,6.7,76.03,2.85
94541,Alameda,67785.0,21801.0,106556.0,30.2,19.2,44.8,37.9,8.1459555818573,47.18,2.03,34.7,3449.4,48798.0,4.54,6.62,1.22,22.28,7.66,43.47,1.57
94542,Alameda,14729.0,4866.0,131989.0,48.1,22.4,27.2,42.7,6.925791641468236,71.7,2.27,27.2,1018.2,11257.0,11.76,8.47,2.33,36.31,7.03,68.97,2.81
94544,Alameda,76739.0,22920.0,108358.0,27.3,28.1,45.1,37.3,7.8759551155937215,53.46,2.17,37.7,2633.2,60589.0,6.17,7.0,1.04,30.38,7.49,44.28,0.28
94545,Alameda,33186.0,10097.0,115258.0,34.4,41.7,34.8,41.1,6.232251533594787,69.83,2.23,32.7,508.9,30262.0,5.57,7.53,1.25,22.15,7.26,62.48,3.82
94546,Alameda,45848.0,15918.0,125780.0,41.4,30.7,20.2,42.1,7.573274292424609,65.77,2.07,35.7,1945.5,35665.0,6.93,9.64,1.85,27.16,7.39,60.91,2.39
94547,Contra Costa,26245.0,9319.0,130583.0,46.3,43.6,14.8,43.5,7.236555302154816,81.12,2.17,31.7,1389.3,21151.0,8.2,9.88,2.05,30.19,7.16,70.17,0.45
94548,Contra Costa,637.0,196.0,183100.0,33.9,0.0,69.7,29.6,4.421247347827163,100.0,2.25,51.0,83.2,645.0,1.71,3.41,0.47,9.33,7.27,100.0,4.4
94549,Contra Costa,28247.0,10291.0,231195.0,77.2,10.4,7.8,45.8,6.367157496882476,78.75,2.16,39.2,582.4,23560.0,13.45,8.91,3.95,34.69,6.55,76.2,3.64
94550,Alameda,49610.0,17524.0,177218.0,55.8,15.0,17.8,42.3,4.399375273008495,74.38,2.23,36.5,81.4,42985.0,7.4,6.96,1.83,24.83,7.09,73.2,12.73
94551,Alameda,38739.0,14199.0,130705.0,44.0,16.4,29.3,39.6,5.240688253711401,70.04,2.19,32.3,188.8,38340.0,5.77,6.78,1.31,21.33,7.1,65.42,5.41
94552,Alameda,14359.0,5016.0,205170.0,59.4,44.2,11.4,48.6,4.821087692210561,93.44,2.53,34.7,124.1,12813.0,12.74,9.84,2.79,38.64,7.04,92.52,5.52
94553,Contra Costa,48600.0,19134.0,121023.0,41.9,10.4,18.6,42.3,5.883322388488279,71.76,2.04,29.8,359.0,43146.0,4.86,7.61,1.67,19.33,7.34,64.49,0.52
94555,Alameda,37500.0,11784.0,213488.0,67.6,73.2,6.7,39.2,7.052201883347165,69.3,2.13,52.1,1155.4,25284.0,15.32,10.2,2.49,44.45,6.79,66.21,2.78
94556,Contra Costa,15922.0,5682.0,199300.0,80.8,22.1,8.1,43.5,6.224954390476336,84.48,2.13,36.2,505.2,12383.0,12.27,10.13,4.03,32.58,6.66,79.14,5.54
94558,Napa,64552.0,24501.0,109444.0,38.3,2.8,37.4,44.5,4.155753190350744,67.25,2.06,26.9,63.8,57767.0,4.63,6.27,1.49,19.47,7.39,60.86,15.19
94559,Napa,27828.0,10560.0,100559.0,37.2,3.3,41.4,39.1,5.617861412148562,49.91,1.97,28.0,275.3,23080.0,4.68,6.8,1.66,19.35,7.38,46.81,2.94
94560,Alameda,47145.0,15184.0,164909.0,47.1,42.7,28.6,37.3,7.169426996001687,69.69,2.26,35.6,1299.1,39734.0,11.62,7.77,1.83,39.5,6.93,64.51,2.09
94561,Contra Costa,45386.0,13903.0,130859.0,23.1,9.2,33.7,36.2,6.855198028243461,76.13,2.55,43.8,948.8,38101.0,4.64,6.47,1.1,18.96,7.32,74.16,0.52
94563,Contra Costa,19409.0,7349.0,250001.0,85.3,15.6,6.3,49.0,6.047608557726022,92.12,2.16,37.6,423.1,16864.0,16.6,8.9,4.62,40.79,6.44,91.7,7.22
94564,Contra Costa,18835.0,6882.0,120833.0,38.7,24.3,27.4,44.1,7.0726763210959245,75.88,2.12,25.5,1179.3,15802.0,4.81,9.03,1.99,22.24,7.59,74.21,0.97
94565,Contra Costa,99933.0,30268.0,95035.0,21.6,16.8,48.5,35.0,7.033065469947584,60.18,2.26,40.8,1133.5,74528.0,3.76,6.18,0.95,18.5,7.64,55.95,1.48
94566,Alameda,44782.0,15923.0,187721.0,67.1,37.5,12.9,44.9,6.770674738433769,71.18,2.1,38.5,871.9,36605.0,12.94,8.32,2.8,35.8,6.8,67.63,1.54
94567,Napa,673.0,231.0,71250.0,32.2,1.0,47.3,45.7,0.6418538861723947,68.83,2.25,36.4,1.9,542.0,3.87,4.8,1.48,19.4,7.29,65.8,23.62
94568,Alameda,70542.0,23811.0,205046.0,69.5,53.2,10.8,37.3,7.4303513583470435,65.11,1.99,46.3,1686.4,50303.0,18.66,9.04,2.58,44.97,6.42,61.19,1.23
94569,Contra Costa,194.0,144.0,,19.1,0.0,16.0,68.5,3.3877743613300146,35.42,1.89,0.0,29.6,196.0,2.04,7.14,1.02,3.85,8.02,35.42,4.32
94571,Solano,10973.0,5440.0,85212.0,33.2,6.2,25.3,64.1,3.4339872044851463,77.33,1.86,10.7,31.0,9947.0,3.69,7.35,1.32,16.73,7.33,74.94,4.53
94572,Contra Costa,8712.0,2958.0,89074.0,27.1,21.6,27.4,41.1,6.4783560205783415,58.25,2.22,29.6,650.9,7501.0,3.63,7.05,1.43,16.41,7.57,57.51,2.77
94573,Napa,81.0,43.0,,0.0,0.0,45.7,55.2,3.3945083935113587,30.23,2.76,32.6,29.8,609.0,5.42,3.61,1.31,11.96,7.33,30.23,6.57
94574,Napa,7646.0,3293.0,139779.0,56.1,1.2,26.6,47.5,3.1179499062782403,66.47,2.08,29.6,22.6,7614.0,5.95,5.62,1.75,21.32,7.0,61.4,7.5
94575,Contra Costa,1005.0,0.0,,41.1,11.3,27.1,20.1,8.318449526925562,,,0.0,4098.8,63.0,3.17,6.35,0.0,5.26,6.37,,5.11
94576,Napa,130.0,64.0,165625.0,55.6,0.0,0.0,46.5,4.915591745409362,76.56,1.64,50.0,136.4,130.0,1.54,3.85,4.62,0.0,7.6,76.56,5.15
94577,Alameda,47533.0,16870.0,110989.0,39.5,28.0,30.8,40.6,7.602201615273702,55.93,1.88,29.5,2002.6,39409.0,4.77,8.35,1.54,19.45,7.3,50.01,0.41
94578,Alameda,41567.0,14060.0,89149.0,25.4,26.0,35.0,37.7,8.166954632298195,41.24,1.85,31.9,3522.6,26991.0,4.39,8.58,1.24,21.23,7.62,38.04,0.49
94579,Alameda,19955.0,6692.0,94193.0,27.8,53.6,17.4,46.9,7.8651495657347095,75.57,2.1,28.2,2604.9,17297.0,6.14,9.52,1.46,26.02,7.34,66.87,2.74
94580,Alameda,28866.0,8782.0,110106.0,25.7,35.1,36.4,41.6,8.159660737063376,73.63,2.32,36.5,3497.0,23142.0,4.5,7.89,1.2,21.28,7.51,72.84,1.49
94582,Contra Costa,47182.0,16166.0,211159.0,77.1,60.2,5.3,41.4,7.229766311757508,69.81,1.94,49.2,1379.9,33708.0,21.41,9.47,3.08,48.49,6.42,66.23,2.11
94583,Contra Costa,39418.0,13776.0,184033.0,64.1,36.9,10.8,40.6,6.944762004611233,71.74,2.13,41.7,1037.7,32622.0,11.97,9.24,2.27,35.21,6.78,69.21,0.64
94585,Solano,29290.0,9585.0,96713.0,21.2,17.2,31.0,35.6,4.56954300834494,60.44,2.38,37.5,96.5,23030.0,3.16,5.99,0.84,15.14,7.68,59.74,7.54
94586,Alameda,1011.0,337.0,198942.0,47.6,9.1,13.6,45.4,1.8870696490323797,80.42,2.74,33.8,6.6,1067.0,6.94,5.34,1.87,25.35,7.46,79.82,8.89
94587,Alameda,68141.0,21202.0,137194.0,45.3,55.4,19.3,42.1,7.178621758505356,67.05,2.2,33.8,1311.1,53356.0,8.74,8.55,1.69,33.53,7.22,58.75,1.57
94588,Alameda,34423.0,12182.0,186569.0,70.1,45.9,12.4,39.8,6.040968742011071,62.49,1.96,40.6,420.3,27266.0,12.15,10.18,2.55,33.37,6.61,59.37,1.4
94589,Solano,30199.0,9451.0,91313.0,22.6,22.9,38.9,39.7,6.934105054304919,63.23,2.18,37.8,1026.7,23135.0,2.47,5.89,0.83,13.88,7.87,58.87,2.4
94590,Solano,37401.0,15210.0,66957.0,25.9,12.5,31.8,39.3,7.7792159949384985,43.98,1.71,28.1,2390.4,26228.0,2.85,6.89,1.03,15.28,7.95,36.65,0.85
94591,Solano,58516.0,19711.0,107849.0,30.9,28.1,24.2,40.9,6.9241206330684015,67.1,2.29,32.9,1016.5,43733.0,4.78,7.39,1.36,21.95,7.63,64.45,2.31
94592,Solano,922.0,441.0,122625.0,49.2,25.4,25.4,42.5,4.282206299391671,87.76,1.81,13.2,72.4,1009.0,8.13,6.54,2.48,20.83,6.67,84.58,1.85
94595,Contra Costa,17051.0,9341.0,98108.0,69.4,11.2,8.0,68.8,7.160379959618515,81.64,1.44,12.9,1287.4,13711.0,8.15,13.41,3.12,26.48,7.12,37.58,0.69
94596,Contra Costa,23592.0,10801.0,137660.0,69.5,14.5,11.4,37.5,7.331584071107259,44.88,1.68,20.3,1527.8,17898.0,9.26,10.3,2.46,25.58,6.6,33.77,1.84
94597,Contra Costa,24235.0,10731.0,142685.0,65.6,19.4,17.8,36.9,7.769927677168688,46.44,1.62,22.6,2368.3,17460.0,8.44,10.59,2.39,25.42,6.75,37.0,1.0
94598,Contra Costa,26293.0,10493.0,188170.0,73.8,17.8,10.0,45.5,6.482342533064276,76.12,1.91,29.7,653.5,21487.0,10.61,9.76,2.92,31.44,6.82,72.39,3.14
94599,Napa,3388.0,1507.0,79696.0,41.1,3.1,17.4,65.3,6.004627533634263,65.89,1.33,8.4,405.3,2247.0,5.47,6.81,2.31,22.19,7.06,40.61,7.66
94601,Alameda,52289.0,16447.0,66651.0,24.0,18.4,53.0,35.5,8.66350753290419,34.47,1.62,38.6,5787.8,29191.0,2.63,7.05,1.16,16.0,7.98,30.84,2.64
94602,Alameda,31450.0,12287.0,124744.0,58.0,16.1,19.9,42.3,8.143226750367445,59.29,1.69,27.8,3440.0,18880.0,9.19,12.29,3.17,32.2,7.42,53.85,1.02
94603,Alameda,36440.0,10598.0,71086.0,15.3,4.9,62.9,34.2,8.267833993283615,46.24,1.94,43.0,3896.5,23692.0,1.81,4.9,0.66,11.55,8.03,43.38,1.36
94605,Alameda,44168.0,16739.0,101043.0,42.8,8.5,26.9,39.7,7.491533922486717,62.52,1.71,29.0,1792.8,27577.0,6.34,7.77,1.99,28.38,7.59,58.92,2.76
94606,Alameda,38746.0,15883.0,70769.0,39.7,32.4,24.8,37.5,8.735943104823743,19.98,1.26,22.8,6222.6,20741.0,4.28,10.44,1.73,19.5,7.63,15.56,1.02
94607,Alameda,27891.0,12697.0,87937.0,47.4,24.6,13.3,35.9,7.390983575556024,30.47,1.09,18.6,1621.3,13803.0,7.45,10.58,1.97,28.32,7.21,12.97,1.8
94608,Alameda,33998.0,16211.0,116306.0,64.1,16.3,12.8,35.4,8.348443123932359,32.97,1.29,15.9,4223.6,18204.0,8.22,11.56,2.58,28.66,7.24,17.43,0.69
94609,Alameda,24854.0,10998.0,106698.0,62.2,10.2,13.7,35.2,8.670257567143075,32.42,1.34,19.3,5827.0,11541.0,7.1,14.02,2.94,27.02,7.62,24.66,0.53
94610,Alameda,32675.0,16115.0,130435.0,73.2,16.7,11.4,39.4,8.594987218856257,36.92,1.34,20.0,5404.5,17724.0,10.2,12.84,3.68,33.13,7.31,25.53,1.7
94611,Alameda,39240.0,17840.0,176517.0,77.8,17.3,7.3,44.6,7.214725140341202,60.17,1.56,24.2,1359.3,27189.0,14.29,12.17,4.85,37.76,6.83,55.07,3.61
94612,Alameda,17663.0,10164.0,77069.0,54.5,27.1,10.5,38.6,8.84925571954875,10.15,0.7,10.3,6969.2,10456.0,7.56,10.06,1.93,24.41,7.25,2.61,0.17
94613,Alameda,529.0,0.0,,3.8,26.7,30.2,19.7,6.8920323185169,,,0.0,984.4,56.0,1.79,10.71,0.0,9.09,7.29,,3.66
94618,Alameda,16845.0,7341.0,205552.0,86.4,12.8,8.9,44.0,7.791068170359086,66.0,1.54,26.9,2418.9,10959.0,14.69,12.65,5.36,41.04,6.95,60.96,1.98
94619,Alameda,28044.0,9875.0,129879.0,57.3,16.7,23.3,37.7,6.4703349996324215,66.93,1.86,36.0,645.7,16219.0,7.37,10.62,2.97,28.31,7.55,63.83,5.28
94621,Alameda,34658.0,10494.0,53106.0,12.6,3.9,62.5,33.4,7.300877863891915,35.03,1.66,38.8,1481.6,23110.0,1.97,5.98,0.84,11.09,7.8,32.04,1.53
94702,Alameda,17073.0,7419.0,99135.0,65.5,14.4,12.0,40.9,8.391539261379284,48.91,1.19,27.6,4409.6,10244.0,9.29,13.88,3.54,35.03,7.5,43.85,0.48
94703,Alameda,20874.0,8732.0,108922.0,71.4,15.0,14.2,37.5,8.85547806992336,39.41,1.4,19.7,7012.7,10156.0,8.07,14.68,3.53,32.53,7.8,31.64,0.82
94704,Alameda,24427.0,8262.0,52105.0,71.7,36.7,13.5,21.9,9.778060374727987,11.67,0.73,7.7,17642.4,5636.0,6.37,12.93,2.24,23.83,7.53,5.23,0.74
94705,Alameda,14149.0,5823.0,163254.0,78.7,10.5,8.0,44.5,7.403487569300473,58.97,1.53,21.5,1641.7,8720.0,14.07,13.64,4.94,41.13,7.12,51.57,2.27
94706,Alameda,20486.0,8031.0,136961.0,76.7,28.3,12.8,38.1,8.608750884896603,53.89,1.49,35.8,5479.4,11397.0,10.13,15.43,3.76,34.72,7.33,45.1,1.03
94707,Alameda,12728.0,5188.0,196591.0,85.4,14.3,5.5,52.6,8.058358951649868,86.95,1.76,26.1,3160.1,9434.0,14.69,15.0,5.59,41.43,7.13,84.08,1.93
94708,Contra Costa,11967.0,4754.0,229004.0,88.1,9.1,6.2,49.1,7.146378401144733,83.61,1.87,25.2,1269.5,8254.0,16.26,13.46,5.78,44.45,6.97,80.61,3.38
94709,Alameda,12179.0,5310.0,95223.0,79.6,28.1,9.9,30.6,8.995177391027912,25.12,1.14,9.2,8064.1,4794.0,7.2,14.08,3.0,28.64,7.64,16.29,1.41
94710,Alameda,8144.0,3744.0,118007.0,65.2,13.4,20.3,38.0,6.6509256700131205,35.92,1.29,20.6,773.5,5649.0,8.23,11.21,2.48,27.52,7.22,31.22,1.04
94720,Alameda,5649.0,195.0,,82.8,37.8,22.0,19.8,8.380066772994759,23.59,0.65,20.0,4359.3,74.0,2.7,4.05,0.0,33.33,7.89,9.74,1.43
94801,Contra Costa,33564.0,10421.0,75786.0,19.4,5.7,66.3,34.1,6.595370593889984,46.49,1.83,44.3,731.7,23600.0,2.96,6.2,0.89,14.94,7.81,42.43,4.65
94803,Contra Costa,27588.0,9500.0,116075.0,40.4,23.3,30.0,43.2,6.832816192317643,72.0,2.33,32.0,927.8,20992.0,6.01,9.65,2.0,23.92,7.55,68.59,3.76
94804,Contra Costa,44679.0,16080.0,86430.0,32.5,10.6,46.6,36.3,7.586194830669808,48.64,1.74,34.6,1970.8,31815.0,4.53,9.05,1.53,21.85,7.68,43.53,0.75
94805,Contra Costa,15356.0,5727.0,114191.0,43.7,16.8,35.0,42.1,8.044562113448215,67.61,1.96,27.8,3116.8,10760.0,5.63,11.17,2.34,23.68,7.69,66.77,1.19
94806,Contra Costa,61749.0,20304.0,82818.0,22.7,16.0,51.4,36.3,7.9439601075216295,50.64,2.01,39.5,2818.5,45095.0,3.32,7.88,1.2,16.22,7.68,45.34,1.55
94901,Marin,41095.0,15663.0,108837.0,48.4,5.6,40.6,42.2,6.883360122147415,49.9,1.74,29.5,975.9,35644.0,6.97,7.77,2.36,24.35,7.05,46.97,2.04
94903,Marin,31135.0,12226.0,127464.0,55.1,6.3,19.3,48.7,6.340711975217918,65.54,1.76,22.7,567.2,24892.0,8.52,9.84,2.86,28.4,7.15,56.12,2.11
94904,Marin,13043.0,5651.0,161875.0,70.0,6.7,12.6,50.5,6.42648845745769,63.71,1.73,27.4,618.0,10109.0,13.74,9.14,3.99,36.37,6.45,53.44,3.44
94920,Marin,12682.0,4942.0,238304.0,80.4,7.7,5.3,50.6,6.0454791354142206,72.99,2.12,33.8,422.2,10498.0,16.73,6.93,4.52,38.09,6.07,66.27,3.75
94922,Sonoma,312.0,55.0,131895.0,0.0,0.0,0.0,38.4,2.272125885509337,100.0,2.22,36.4,9.7,624.0,3.37,5.93,0.96,26.32,7.86,100.0,8.37
94923,Sonoma,1457.0,684.0,,43.8,0.0,24.6,54.3,3.1441522786722644,79.82,2.19,18.6,23.2,1592.0,6.47,7.04,1.63,27.84,7.6,79.82,1.85
94924,Marin,1217.0,551.0,96442.0,59.4,0.9,13.6,64.6,2.8213788864092133,75.68,2.37,15.8,16.8,1072.0,5.69,9.7,2.24,30.59,8.33,72.6,12.66
94925,Marin,10101.0,4037.0,220771.0,76.8,6.2,12.2,44.2,6.748759547491679,69.41,1.84,39.2,853.0,8025.0,12.81,9.56,3.15,33.32,6.58,65.87,0.71
94928,Sonoma,46463.0,16841.0,96622.0,30.2,6.2,32.7,33.5,7.792307635069079,50.6,2.07,31.2,2421.9,40709.0,3.21,6.66,1.1,11.54,6.98,40.94,0.99
94929,Marin,224.0,129.0,206793.0,95.1,0.0,16.5,62.6,4.447346100794524,81.4,2.1,0.0,85.4,159.0,8.18,13.21,3.77,33.33,7.52,72.87,10.63
94930,Marin,8564.0,3544.0,136341.0,66.0,2.6,7.8,47.7,5.273512247629066,65.55,1.89,25.9,195.1,6875.0,8.29,11.56,3.56,27.8,7.26,59.68,4.41
94931,Sonoma,9320.0,4119.0,103105.0,39.0,2.2,19.2,39.8,6.304448802421981,60.23,2.05,24.1,547.0,8575.0,3.65,7.39,1.68,14.5,7.57,54.58,0.86
94933,Marin,1255.0,585.0,128561.0,54.0,7.1,25.8,52.9,6.170865175474273,72.14,1.89,18.8,478.6,776.0,5.67,11.6,1.68,28.57,8.34,72.14,9.3
94937,Marin,916.0,565.0,69464.0,58.6,0.0,0.0,66.1,1.8870696490323797,76.64,1.66,11.0,6.6,985.0,10.05,12.28,3.35,38.02,7.51,76.64,13.99
94938,Marin,540.0,246.0,150250.0,72.2,0.0,0.0,48.1,2.975529566236472,70.73,1.69,19.9,19.6,580.0,7.41,11.03,1.55,32.31,7.7,70.73,5.51
94939,Marin,7372.0,3431.0,182743.0,76.2,4.3,5.5,46.7,7.1503876828801936,49.29,1.7,25.9,1274.6,5567.0,13.27,9.48,3.65,34.74,6.43,46.6,1.46
94940,Marin,275.0,123.0,,100.0,0.0,11.6,57.2,1.3609765531356006,54.47,2.17,26.0,3.9,157.0,7.01,5.1,4.46,23.53,7.89,54.47,12.82
94941,Marin,32349.0,12534.0,210217.0,76.9,6.0,7.5,45.6,6.311916280889189,66.6,1.9,35.6,551.1,24111.0,14.55,9.5,4.45,36.72,6.43,64.11,2.5
94945,Marin,17280.0,7093.0,109750.0,51.7,7.8,22.6,51.1,5.521460917862246,71.55,2.11,26.9,250.0,16567.0,6.52,8.4,2.15,24.46,7.28,69.38,2.5
94946,Marin,727.0,288.0,166875.0,58.4,2.9,7.0,53.2,1.824549292051046,82.64,2.66,17.7,6.2,641.0,12.95,8.42,2.03,42.31,7.51,81.6,9.21
94947,Marin,24360.0,8938.0,126690.0,47.5,5.4,26.1,47.5,6.043582501370088,69.59,2.07,29.1,421.4,21371.0,5.84,8.77,2.09,23.83,7.4,65.79,5.27
94949,Marin,18357.0,7226.0,116101.0,47.6,7.3,26.4,47.5,6.059356813150901,62.37,1.92,26.9,428.1,15359.0,7.75,8.89,2.44,26.9,7.24,52.6,2.98
94950,Marin,29.0,18.0,,55.2,0.0,0.0,60.8,0.4054651081081644,100.0,1.89,0.0,1.5,85.0,10.59,2.35,2.35,44.44,7.12,100.0,3.18
94951,Sonoma,3628.0,1472.0,116093.0,44.0,1.0,36.4,45.8,4.590056548178043,66.51,2.27,25.8,98.5,4438.0,4.8,6.69,1.8,20.37,7.4,66.51,2.99
94952,Marin,33339.0,13990.0,115097.0,47.5,3.1,18.6,44.5,4.257030144499196,59.95,2.01,26.9,70.6,30548.0,6.21,8.28,2.29,23.33,7.35,57.12,4.64
94954,Sonoma,38000.0,14886.0,107564.0,36.9,4.2,22.9,44.8,5.423627557513483,66.69,2.12,25.8,226.7,33577.0,4.49,7.85,1.67,18.73,7.41,61.94,5.96
94956,Marin,1158.0,678.0,79241.0,56.9,0.0,8.9,62.3,1.8082887711792655,62.68,1.91,0.9,6.1,1358.0,5.3,9.35,2.58,27.61,7.71,62.68,6.14
94957,Marin,2151.0,709.0,250001.0,82.4,6.1,4.5,41.8,6.589751446643967,83.36,2.56,43.4,727.6,1972.0,16.28,6.03,5.93,34.2,5.82,83.36,2.03
94960,Marin,15891.0,6192.0,172332.0,72.7,4.4,8.4,46.4,7.039222041724443,70.45,2.02,35.8,1140.5,12090.0,11.84,9.75,4.05,34.93,6.83,69.95,2.05
94963,Marin,562.0,195.0,206375.0,87.8,0.0,3.9,46.4,4.463606621666305,88.72,2.57,43.1,86.8,533.0,10.13,11.82,3.19,32.14,7.35,88.72,9.79
94964,Marin,2115.0,110.0,,1.7,5.6,32.8,48.0,7.992065782939387,0.0,3.0,13.6,2957.4,264.0,6.06,6.06,0.0,33.33,7.39,0.0,1.65
94965,Marin,12160.0,6253.0,140417.0,65.0,11.9,10.4,51.2,5.566434283504978,56.37,1.61,14.2,261.5,8652.0,10.66,9.43,3.26,30.44,6.78,43.48,2.77
94970,Marin,372.0,187.0,117188.0,59.6,0.0,4.0,69.2,3.0155349008501706,77.01,1.91,5.3,20.4,543.0,6.08,8.66,2.76,21.92,6.88,67.91,10.27
94971,Marin,315.0,92.0,109375.0,62.8,0.0,0.0,62.3,2.1400661634962708,76.09,2.54,12.0,8.5,369.0,5.69,5.42,1.9,27.59,7.98,76.09,10.94
94972,Sonoma,153.0,41.0,,87.7,0.0,0.0,36.1,1.547562508716013,12.2,3.18,87.8,4.7,302.0,3.64,3.64,0.66,10.81,7.42,0.0,8.6
94973,Marin,1652.0,652.0,207273.0,61.4,0.0,4.6,59.2,5.177843213080163,88.65,2.07,16.7,177.3,1342.0,7.3,9.99,4.47,30.36,7.58,86.2,7.33
