zcta,county,population,households,median_hh_income,pct_ba_plus,pct_asian_nh,pct_hispanic,median_age,log_density,owner_occupied_pct,avg_vehicles_per_hh,pct_hh_with_kids,pop_density_per_sqkm,total_vehicles_dmv,bev_pct,hev_pct,phev_pct,pct_new_BEV,avg_vehicle_age,home_charging_proxy,nearest_dcfast_km
93636,Madera,14777.0,4404.0,124024.0,38.6,3.9,41.2,37.7,3.367295829986474,88.33,2.39,40.3,29.0,19299.0,4.82,5.59,1.13,17.21,6.67,86.06,15.09
93637,Madera,42278.0,12047.0,74621.0,13.3,2.5,74.2,33.0,4.100989104940769,57.79,2.16,44.7,60.4,31893.0,1.41,3.71,0.66,7.27,7.63,56.75,11.06
93638,Madera,51502.0,12116.0,60031.0,8.0,1.7,83.1,29.0,5.326904823399949,53.62,2.12,56.0,205.8,36013.0,0.87,2.92,0.51,5.58,8.09,51.16,7.32
93640,Fresno,14507.0,3416.0,46042.0,4.5,0.5,95.0,27.5,3.8877303128591016,45.49,2.02,62.1,48.8,10493.0,0.31,1.49,0.47,1.67,8.61,44.03,23.53
93641,Fresno,271.0,116.0,,14.2,0.4,22.1,48.7,1.1939224684724346,56.9,1.71,12.1,3.3,317.0,0.95,4.42,0.95,5.0,7.98,43.97,44.82
93643,Madera,2778.0,1213.0,67612.0,19.8,0.2,8.6,61.0,2.151762203259462,80.13,2.32,11.7,8.6,2776.0,1.44,3.13,0.58,8.58,7.72,47.9,19.98
93644,Madera,6490.0,2773.0,75241.0,26.0,0.8,11.7,58.1,3.3105430133940246,79.05,2.25,17.3,27.4,7493.0,1.41,3.54,0.56,8.59,7.63,64.08,5.27
93645,Madera,1082.0,293.0,77138.0,1.0,0.0,49.7,18.9,2.066862759472976,58.7,3.52,75.1,7.9,382.0,1.05,3.14,0.79,11.11,7.4,38.57,9.46
93646,Tulare,10047.0,2594.0,39632.0,11.4,0.8,94.7,28.2,4.513054897080286,43.75,1.76,55.4,91.2,7457.0,0.47,2.01,0.23,3.72,8.24,42.71,28.03
93647,Tulare,11370.0,2842.0,49275.0,6.8,6.5,87.3,31.2,3.720862499966987,54.33,2.29,58.2,41.3,8134.0,0.53,2.11,0.49,3.82,8.17,46.66,28.46
93648,Fresno,15108.0,3781.0,51834.0,5.9,0.4,96.9,27.6,5.540478923698008,45.17,1.92,57.6,254.8,10938.0,0.84,2.08,0.25,4.82,8.07,43.51,10.59
93650,Fresno,2969.0,1022.0,49877.0,11.7,6.0,76.7,34.1,7.796510360661771,35.91,1.54,39.4,2432.1,2786.0,1.79,5.24,0.32,5.03,7.06,25.83,0.65
93651,Fresno,1441.0,545.0,93036.0,38.3,1.0,17.7,30.6,2.9856819377004897,61.47,1.67,29.5,19.8,1677.0,0.95,3.28,0.95,3.85,7.37,49.54,23.39
93652,Fresno,314.0,107.0,44957.0,5.7,0.0,95.2,40.5,4.039536325727106,75.7,2.32,28.0,56.8,437.0,0.0,1.14,0.69,0.0,8.53,49.53,16.93
93653,Madera,1314.0,516.0,103750.0,28.1,0.8,13.3,48.7,0.7419373447293773,85.08,2.87,32.0,2.1,969.0,1.44,2.79,0.83,6.06,7.69,74.81,22.96
93654,Fresno,31905.0,9097.0,67471.0,17.4,2.0,75.2,33.4,4.817050545023591,56.22,2.15,48.6,123.6,24009.0,1.13,3.18,0.64,5.54,7.68,52.75,21.88
93656,Fresno,6224.0,1592.0,64481.0,6.3,0.1,76.0,30.9,3.077312260546414,46.8,2.65,55.7,21.7,5291.0,0.51,2.19,0.32,3.47,7.83,46.29,21.01
93657,Fresno,36536.0,10693.0,77655.0,15.5,4.8,67.6,33.5,4.169761201506855,67.69,2.22,42.9,64.7,29948.0,1.57,3.19,0.59,7.65,7.59,64.19,23.11
93660,Fresno,4062.0,978.0,54318.0,2.2,0.0,93.8,26.1,2.9496883350525844,37.22,1.91,60.6,19.1,3133.0,0.22,1.72,0.57,0.46,8.32,35.99,33.82
93662,Fresno,29499.0,9187.0,56735.0,12.6,3.2,79.1,33.9,4.972587226458726,58.17,2.1,41.8,144.4,24482.0,0.98,2.93,0.4,5.85,7.83,52.54,4.01
93664,Fresno,328.0,179.0,142292.0,52.7,0.6,17.1,66.9,-0.5108256237659907,86.03,1.92,1.7,0.6,607.0,3.13,2.31,0.16,15.69,6.53,86.03,42.89
93665,Merced,422.0,128.0,,0.0,0.0,79.6,28.0,5.279644101282416,42.97,1.5,32.0,196.3,411.0,0.0,2.68,0.0,0.0,8.64,42.97,16.39
93666,Tulare,696.0,172.0,39531.0,3.0,0.0,91.2,28.3,6.511745329644728,20.93,2.1,64.0,673.0,507.0,0.2,2.17,0.39,0.0,8.91,20.93,17.35
93667,Fresno,2118.0,840.0,68900.0,23.5,5.6,14.8,45.5,1.9878743481543455,85.12,2.14,24.4,7.3,2048.0,1.22,3.22,0.39,7.84,7.65,64.4,35.78
93668,Fresno,806.0,275.0,61691.0,7.4,0.0,86.6,42.5,2.1972245773362196,66.55,2.13,29.1,9.0,925.0,0.43,2.05,0.32,2.6,7.96,66.55,30.18
93669,Madera,297.0,60.0,78125.0,4.0,0.0,5.1,57.8,2.72785282839839,100.0,3.52,45.0,15.3,219.0,0.46,3.2,0.0,4.17,7.71,100.0,10.75
93673,Tulare,354.0,105.0,56458.0,6.0,0.0,74.3,40.7,5.568344503761097,66.67,2.5,32.4,262.0,708.0,0.71,1.69,0.28,3.51,7.93,51.43,0.79
93675,Fresno,3739.0,1207.0,80508.0,28.2,10.8,39.3,47.7,2.91235066461494,81.28,2.62,24.9,18.4,3014.0,0.7,3.95,0.7,4.47,8.08,61.47,40.12
93701,Fresno,10258.0,3525.0,32192.0,7.2,4.2,77.0,31.7,7.847176428245146,10.89,1.42,37.2,2558.5,5668.0,0.6,2.28,0.67,4.62,8.51,10.21,1.2
93702,Fresno,45241.0,12789.0,44849.0,8.9,10.4,75.4,29.7,8.024894872264131,34.16,1.78,45.6,3056.1,27677.0,0.66,2.54,0.51,5.31,8.42,32.69,1.54
93703,Fresno,34166.0,10504.0,43236.0,9.3,13.5,63.0,30.2,7.96102146588337,39.6,1.77,41.1,2867.0,20493.0,0.71,3.06,0.5,4.82,8.16,38.8,2.95
93704,Fresno,29172.0,11632.0,69659.0,34.8,4.0,45.0,37.7,7.615938844368196,54.29,1.76,31.1,2030.3,18691.0,2.48,6.62,1.09,10.78,7.54,51.99,2.37
93705,Fresno,37940.0,12795.0,55152.0,15.6,6.0,62.0,32.3,8.03167787560641,48.47,1.71,38.7,3076.9,21760.0,1.14,3.79,0.54,6.92,8.0,45.13,3.11
93706,Fresno,40635.0,11624.0,40023.0,9.2,7.9,64.7,30.4,4.5591262474866845,37.41,1.78,44.3,95.5,29679.0,0.78,2.48,0.35,4.09,7.75,35.44,12.82
93710,Fresno,32579.0,12111.0,62294.0,30.3,8.2,38.0,31.4,7.481104896086487,43.15,1.8,29.9,1774.2,18084.0,2.02,5.66,0.97,9.09,7.53,42.32,0.99
93711,Fresno,39360.0,16133.0,97492.0,46.3,9.0,27.8,39.9,7.173805051306804,63.74,1.89,26.2,1304.8,31385.0,3.46,7.24,1.18,11.18,6.74,62.63,2.55
93720,Fresno,49463.0,18758.0,103636.0,47.1,16.0,27.7,37.1,7.552447239272679,57.2,1.91,30.5,1905.4,34625.0,4.3,7.24,1.31,15.39,7.0,54.49,1.18
93721,Fresno,7606.0,2410.0,32602.0,12.5,2.4,56.6,36.0,7.33400292627283,8.22,0.83,15.6,1531.5,4402.0,4.11,2.43,0.61,14.25,6.84,4.81,1.4
93722,Fresno,84500.0,26717.0,77335.0,23.2,14.8,49.8,32.5,7.43855998506344,60.59,2.02,41.8,1700.3,64985.0,1.97,5.89,0.72,8.08,7.16,58.03,0.89
93723,Fresno,14158.0,3693.0,116295.0,25.2,19.7,46.4,32.1,4.847331743138063,80.86,2.54,50.4,127.4,13922.0,3.95,7.02,0.88,12.49,6.42,79.75,5.47
93725,Fresno,25520.0,6672.0,71099.0,13.2,17.5,64.1,31.5,5.01926462079431,64.24,2.19,43.9,151.3,22260.0,1.12,2.8,0.44,5.08,7.47,54.68,9.82
93726,Fresno,44766.0,15054.0,51913.0,17.2,8.1,58.0,30.6,7.854148354672736,38.18,1.72,36.1,2576.4,24234.0,1.17,4.13,0.51,6.95,7.96,36.1,1.93
93727,Fresno,83630.0,24660.0,82247.0,23.9,27.2,45.9,31.6,6.880692359432448,62.97,2.04,47.2,973.3,63503.0,2.42,5.95,0.74,10.43,7.22,59.17,2.31
93728,Fresno,18077.0,6462.0,52809.0,18.0,3.6,70.0,33.6,7.688317921545032,40.71,1.72,33.1,2182.7,9840.0,1.37,3.86,0.76,7.86,7.98,35.62,0.72
93730,Fresno,13021.0,4852.0,143320.0,63.8,22.6,16.6,43.2,6.385025750713322,80.96,2.03,32.4,592.9,11709.0,8.79,7.49,2.02,21.55,6.21,80.96,3.66
93901,Monterey,29480.0,10756.0,91639.0,28.7,4.5,61.8,36.9,6.636602508481567,45.73,1.8,31.9,762.5,23683.0,1.89,4.99,0.68,8.06,7.49,43.77,2.33
93905,Monterey,64596.0,14056.0,75716.0,6.6,3.2,93.6,28.5,7.899413189876176,41.73,2.36,62.5,2695.7,48301.0,0.89,3.16,0.29,6.44,8.03,38.48,2.82
93906,Monterey,64592.0,17964.0,96044.0,17.2,6.9,75.9,33.5,7.567242258049447,54.39,2.21,44.7,1933.8,47356.0,1.7,4.21,0.51,8.48,7.73,48.64,1.63
93907,Monterey,24922.0,7234.0,103268.0,21.6,7.7,57.5,37.6,5.184588601219693,68.29,2.55,38.5,178.5,21920.0,2.29,4.93,0.83,10.03,7.48,61.6,3.6
93908,Monterey,12517.0,4365.0,164554.0,56.3,7.6,29.4,42.7,3.104586678466073,83.05,2.51,33.5,22.3,12988.0,4.98,6.13,1.6,15.99,6.85,81.86,2.88
93920,Monterey,1564.0,517.0,72540.0,37.4,0.0,43.9,36.0,0.47000362924573563,37.52,2.01,34.0,1.6,1097.0,1.73,4.38,1.0,11.11,7.64,32.69,22.17
93921,Monterey,2459.0,1455.0,87457.0,75.2,3.1,2.6,70.3,6.892540113175657,52.65,1.4,4.1,984.9,2712.0,6.19,6.6,1.81,18.08,7.19,52.65,2.95
93923,Monterey,12377.0,5478.0,122500.0,65.1,6.9,11.1,60.4,3.586292865338835,75.56,1.91,19.5,36.1,10338.0,9.0,8.08,3.34,25.54,6.7,72.27,14.32
93924,Monterey,6046.0,2627.0,162656.0,57.0,0.7,6.9,57.0,2.509599262378372,80.36,2.19,21.3,12.3,6268.0,7.24,7.4,2.6,23.64,6.91,74.65,22.03
93925,Monterey,1320.0,342.0,70909.0,8.7,0.3,87.5,34.8,2.2082744135228043,43.86,2.58,49.7,9.1,1395.0,1.0,2.87,0.29,4.55,8.06,43.86,18.04
93926,Monterey,8998.0,2399.0,77418.0,8.9,1.0,92.9,28.2,4.070734696582967,55.69,2.3,54.6,58.6,7950.0,1.09,2.93,0.21,5.15,7.79,54.52,12.78
93927,Monterey,21131.0,4737.0,77272.0,8.6,1.0,94.2,27.9,3.4307561839036995,51.26,2.41,62.5,30.9,14969.0,0.85,2.87,0.25,6.53,8.17,49.99,15.9
93928,Monterey,1084.0,0.0,,36.9,6.6,16.8,24.2,3.0819099697950434,,,0.0,21.8,119.0,1.68,7.56,1.68,0.0,6.29,,21.41
93930,Monterey,17124.0,4383.0,72555.0,15.4,1.0,84.0,30.2,2.89591193827178,53.25,2.14,51.7,18.1,13526.0,1.01,3.0,0.39,5.26,7.69,44.31,8.64
93932,Monterey,431.0,189.0,95774.0,20.4,0.0,45.2,57.4,0.5306282510621704,87.83,2.61,20.6,1.7,593.0,1.35,4.72,0.67,7.27,7.66,63.49,14.67
93933,Monterey,27617.0,9772.0,92625.0,42.2,13.5,30.0,35.5,6.750282420157573,39.79,1.97,31.6,854.3,20590.0,5.17,7.82,1.34,20.23,7.32,34.49,3.14
93940,Monterey,30951.0,13948.0,110669.0,54.3,6.7,21.3,42.9,6.299867942373015,43.02,1.71,19.7,544.5,23602.0,5.0,8.43,1.89,17.49,7.19,39.06,0.86
93943,Monterey,11.0,5.0,,100.0,0.0,0.0,,3.7909846770510898,0.0,1.0,0.0,44.3,55.0,1.82,1.82,1.82,33.33,9.57,0.0,2.48
93950,Monterey,15003.0,6988.0,105568.0,58.5,7.4,11.8,50.3,7.578298913332229,48.78,1.65,19.2,1955.3,11253.0,5.67,9.81,2.1,21.12,7.29,46.84,0.59
93953,Monterey,3576.0,1674.0,154730.0,70.5,8.6,3.6,60.5,4.987707789452551,85.19,1.97,11.9,146.6,4385.0,9.14,7.5,3.38,22.99,6.53,84.71,1.71
93954,Monterey,269.0,75.0,54450.0,2.4,0.0,82.5,42.4,1.0647107369924282,44.0,2.31,61.3,2.9,241.0,0.41,2.9,0.41,0.0,8.39,44.0,18.04
93955,Monterey,32253.0,10482.0,82331.0,27.6,9.9,45.9,33.7,6.045952732392052,36.87,2.02,34.9,422.4,26076.0,2.62,5.36,0.77,12.47,7.51,35.25,4.43
93960,Monterey,25736.0,4849.0,92504.0,7.4,2.6,79.3,36.2,3.8522730010223722,59.21,2.52,56.3,47.1,16573.0,1.38,3.34,0.33,7.94,7.7,54.71,2.64
93962,Monterey,189.0,110.0,,47.6,0.0,32.8,68.9,6.970542267080901,66.36,2.28,0.0,1064.8,972.0,1.75,3.91,0.41,8.73,7.38,66.36,3.71
94002,San Mateo,27730.0,10608.0,204573.0,68.6,29.4,14.3,40.4,7.518281430853746,56.16,1.88,36.7,1841.4,22457.0,14.03,10.56,2.93,37.65,6.74,50.26,0.63
94005,San Mateo,4718.0,1867.0,151593.0,50.6,32.3,22.7,44.2,6.011022046323513,60.47,1.8,27.9,407.9,4526.0,9.15,12.79,2.36,30.43,7.23,47.4,3.09
94010,San Mateo,42794.0,16252.0,191758.0,69.2,29.5,11.2,42.5,7.227226673923325,60.63,2.0,32.5,1376.4,36406.0,14.23,9.28,3.17,34.43,6.37,56.74,1.86
94014,San Mateo,46269.0,14107.0,115513.0,33.4,54.5,29.8,42.1,7.941722374156716,59.37,1.88,29.6,2812.2,31499.0,5.98,11.07,1.2,24.2,7.25,49.12,1.62
94015,San Mateo,64121.0,20514.0,123552.0,41.0,59.9,15.9,40.9,8.232307206266459,60.45,1.99,27.8,3760.5,42780.0,6.57,13.72,1.6,23.86,7.17,55.45,1.12
94019,San Mateo,14754.0,5299.0,153272.0,53.8,3.9,29.5,45.9,4.663439094112067,76.01,2.13,27.4,106.0,14192.0,6.76,7.37,2.2,25.58,7.34,68.41,1.16
94020,San Mateo,1745.0,762.0,250001.0,76.4,8.1,5.4,52.4,2.509599262378372,79.4,2.16,19.8,12.3,1413.0,6.58,7.71,2.41,25.41,7.53,79.4,13.44
94021,San Mateo,332.0,148.0,209712.0,63.3,8.1,0.0,51.1,3.3463891451671604,74.32,2.13,48.0,28.4,150.0,2.0,8.67,2.67,5.56,7.41,74.32,16.59
94022,Santa Clara,19993.0,7268.0,250001.0,88.7,40.7,4.5,48.3,6.0844994130751715,80.65,2.2,32.7,439.0,17280.0,22.12,8.94,4.05,47.85,6.41,76.02,3.73
94024,Santa Clara,23673.0,8016.0,250001.0,85.1,35.4,5.8,47.8,7.158669627241704,88.11,2.37,37.5,1285.2,19465.0,21.65,9.54,4.28,46.76,6.44,87.84,2.43
94025,San Mateo,40230.0,14318.0,215871.0,73.2,17.5,19.5,38.8,7.1592919047975645,59.39,1.83,35.0,1286.0,32339.0,16.53,9.01,3.34,41.78,6.51,55.45,1.88
94027,San Mateo,7030.0,2275.0,250001.0,86.0,18.5,11.7,49.1,6.306640183868685,87.43,2.64,30.4,548.2,6203.0,21.15,6.37,4.34,41.4,6.04,87.43,2.63
94028,San Mateo,6645.0,2625.0,250001.0,78.0,7.4,12.5,56.4,5.125153747538848,84.57,2.36,18.3,168.2,6128.0,20.27,9.81,4.65,45.04,6.49,82.55,3.29
94030,San Mateo,22589.0,7998.0,157567.0,50.5,48.8,12.1,45.3,7.846668188892572,63.2,2.02,30.8,2557.2,18226.0,11.57,10.69,1.94,36.04,7.0,57.99,0.5
94037,San Mateo,2897.0,1061.0,201367.0,62.1,1.8,17.5,56.0,5.268373490174964,89.54,2.33,20.0,194.1,2472.0,9.87,9.18,3.4,33.94,7.45,89.54,4.28
94038,San Mateo,3016.0,988.0,128333.0,51.1,5.3,29.5,44.3,6.525029657843462,96.56,2.62,33.1,682.0,2566.0,7.48,7.25,2.22,25.41,7.35,75.4,7.97
94040,Santa Clara,35581.0,15347.0,184494.0,77.9,38.0,13.8,34.9,8.10735855079013,36.24,1.59,28.1,3318.8,26105.0,15.62,10.74,2.99,40.55,6.44,29.87,0.79
94041,Santa Clara,15841.0,6652.0,168980.0,72.6,26.8,28.3,33.8,8.291020055541663,30.31,1.5,26.5,3987.9,11589.0,14.65,10.64,2.86,39.44,6.56,21.72,1.13
94043,Santa Clara,32042.0,13257.0,180781.0,71.0,33.4,18.5,36.1,7.066466970136958,45.06,1.64,27.3,1172.0,27470.0,23.25,9.61,2.41,58.39,5.92,34.5,0.64
94044,San Mateo,37540.0,13982.0,156658.0,48.5,20.6,19.3,44.3,6.860454005864124,68.45,2.14,28.1,953.8,30312.0,7.2,9.79,2.04,25.65,7.31,67.19,2.42
94060,San Mateo,1389.0,358.0,111351.0,28.0,0.0,54.0,41.4,1.9740810260220096,60.34,2.69,23.7,7.2,1476.0,1.96,5.35,1.15,9.85,7.81,55.59,23.67
94061,San Mateo,37369.0,13144.0,141599.0,51.4,14.1,37.6,37.6,8.258862780012645,52.94,1.95,35.1,3861.7,28144.0,8.38,8.15,2.16,29.26,7.12,49.14,1.46
94062,San Mateo,25944.0,9740.0,233333.0,67.6,9.0,13.1,44.4,4.923623917106626,71.32,2.24,29.1,137.5,23379.0,14.6,7.84,3.26,38.46,6.71,70.43,9.18
94063,San Mateo,34695.0,11291.0,115528.0,35.1,10.7,64.1,33.2,7.461123017013797,31.49,1.82,30.7,1739.1,29955.0,4.93,7.14,1.18,21.22,7.19,24.4,2.32
94065,San Mateo,11620.0,4617.0,213361.0,81.0,45.4,6.4,42.6,7.3124200669195325,65.76,1.81,33.9,1498.8,10550.0,15.86,8.27,2.84,33.61,6.21,55.49,1.35
94066,San Mateo,42875.0,15463.0,135976.0,43.5,31.5,29.9,39.8,7.8677183393124785,61.8,2.01,28.3,2611.6,33854.0,6.76,10.23,1.57,24.94,7.24,53.93,0.64
94070,San Mateo,30696.0,11331.0,235373.0,68.4,21.7,10.8,41.6,7.500861105361856,69.01,1.99,37.5,1809.6,27725.0,13.97,8.93,3.05,37.25,6.71,63.91,1.0
94074,San Mateo,92.0,39.0,,13.3,0.0,32.6,36.4,0.6931471805599453,64.1,2.71,64.1,2.0,242.0,4.55,4.96,1.65,23.08,7.22,64.1,16.09
94080,San Mateo,65036.0,22033.0,135966.0,40.1,42.1,31.1,42.3,7.834590224731963,60.78,1.98,29.4,2526.5,89203.0,6.88,7.8,1.88,10.35,4.21,54.72,0.93
94085,Santa Clara,23159.0,9112.0,183563.0,62.2,48.2,29.6,32.9,7.951876182361057,39.48,1.75,25.7,2840.9,19574.0,12.85,8.74,1.79,38.07,6.5,32.92,1.61
94086,Santa Clara,48956.0,20166.0,180217.0,70.2,48.5,17.1,33.5,8.392559241748096,30.83,1.56,28.5,4414.1,36112.0,12.71,11.36,2.28,35.84,6.52,25.7,1.02
94087,Santa Clara,58126.0,20384.0,200778.0,76.6,51.6,8.4,38.0,8.099189806609967,55.4,1.87,39.1,3291.8,40509.0,15.61,11.25,2.99,40.7,6.54,52.04,1.32
94089,Santa Clara,23214.0,9129.0,153725.0,56.8,45.4,23.6,35.5,7.3206593161872995,51.04,1.73,23.0,1511.2,17944.0,10.48,9.42,1.78,33.09,6.7,22.55,0.48
94102,San Francisco,34983.0,19543.0,64781.0,42.2,28.5,22.0,41.1,9.880556637245407,8.63,0.4,7.8,19546.6,7956.0,9.09,13.94,2.0,28.55,6.84,1.27,0.17
94103,San Francisco,33524.0,17352.0,122339.0,55.9,31.3,20.0,36.4,9.339041366991916,19.23,0.55,10.5,11373.5,12330.0,10.46,11.19,2.09,28.01,6.43,3.34,0.64
94104,San Francisco,478.0,263.0,49896.0,48.2,38.7,12.8,54.2,8.978383093629889,30.8,0.26,7.6,7929.8,946.0,12.26,4.65,2.43,17.68,5.2,0.0,0.46
94105,San Francisco,14890.0,8316.0,239781.0,84.8,53.5,9.4,34.3,9.927916715792625,37.53,0.86,7.2,20494.6,6252.0,18.71,7.95,3.15,39.01,5.64,4.75,0.16
94107,San Francisco,30190.0,15761.0,186123.0,77.0,31.8,12.9,35.6,8.823309308022552,36.46,0.89,12.1,6790.7,16900.0,15.28,10.98,2.67,35.79,6.2,10.98,0.78
94108,San Francisco,11008.0,6326.0,63864.0,45.3,53.5,7.4,45.8,10.014447362844386,9.14,0.38,9.4,22347.0,3059.0,7.68,13.21,2.58,23.86,6.58,1.14,0.78
94109,San Francisco,54397.0,31899.0,112201.0,65.2,26.5,13.3,38.9,9.734098015553284,18.1,0.58,7.8,16883.6,18163.0,8.32,11.18,2.28,25.47,6.82,2.52,0.81
94110,San Francisco,66687.0,26984.0,152403.0,61.0,15.5,32.1,39.4,9.410059705946558,41.62,1.06,21.2,12210.6,30646.0,8.89,10.51,2.73,29.94,7.17,23.88,0.91
94111,San Francisco,4553.0,2471.0,131343.0,65.3,55.2,2.2,44.4,8.103857188927504,19.67,0.73,15.1,3307.2,2370.0,10.68,9.11,2.62,27.67,6.02,2.47,0.22
94112,San Francisco,80133.0,23274.0,130906.0,36.1,51.3,26.3,41.9,9.122557788592426,67.38,1.69,34.7,9159.6,44446.0,6.97,12.42,1.77,26.11,7.15,64.27,1.15
94114,San Francisco,33627.0,16804.0,196528.0,79.2,13.6,10.0,41.5,9.22427286250634,44.5,1.03,14.0,10140.3,16903.0,13.96,11.41,4.14,36.03,6.6,21.98,1.84
94115,San Francisco,32715.0,16725.0,154264.0,73.6,19.9,10.6,37.5,9.39921540773998,24.79,0.85,12.6,12078.9,15618.0,9.8,10.58,2.83,26.58,6.63,8.87,0.6
94116,San Francisco,42523.0,15355.0,152587.0,57.0,54.7,6.8,45.4,8.849442237193143,73.99,1.62,26.0,6970.5,26099.0,9.98,13.85,2.59,32.07,7.01,71.2,1.17
94117,San Francisco,37575.0,17558.0,175096.0,78.3,13.6,9.5,35.0,8.89936237777379,28.3,0.91,13.7,7327.3,16378.0,10.11,11.62,3.18,30.72,7.07,10.09,0.82
94118,San Francisco,39275.0,16995.0,159550.0,72.2,32.2,9.9,39.1,8.884139206844567,36.26,1.1,20.2,7216.6,19420.0,9.65,12.88,3.14,27.67,6.72,20.99,0.67
94121,San Francisco,42987.0,18175.0,138353.0,63.9,41.7,8.4,43.7,8.646113971483077,43.05,1.24,23.0,5688.0,21491.0,9.42,14.24,2.96,29.08,6.92,27.87,1.38
94122,San Francisco,57369.0,22375.0,145717.0,62.9,44.4,11.5,42.2,9.158720708546577,48.67,1.41,23.1,9496.9,30056.0,9.21,14.09,2.5,30.39,7.08,39.33,0.63
94123,San Francisco,24518.0,12510.0,222689.0,85.6,10.9,8.9,33.1,9.10112800300261,28.75,1.05,15.6,8965.4,13403.0,10.98,7.63,3.05,28.13,6.41,14.89,0.6
94124,San Francisco,36226.0,10982.0,82928.0,26.7,35.7,25.2,38.5,7.828834527588089,50.41,1.48,39.9,2512.0,31616.0,6.09,10.27,1.6,21.41,7.39,42.82,1.48
94127,San Francisco,20710.0,7466.0,205429.0,66.6,28.5,11.2,47.6,8.250437297846632,81.78,1.9,27.8,3829.3,13457.0,13.31,11.49,3.8,36.44,6.78,79.55,1.4
94128,San Mateo,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,536.0,2.24,3.36,0.93,19.51,9.06,,2.39
94129,San Francisco,3808.0,1338.0,236190.0,85.3,5.4,22.3,34.2,6.446830313669605,0.0,1.6,39.4,630.7,1877.0,11.93,11.88,4.05,28.82,6.45,0.0,1.5
94130,San Francisco,2829.0,617.0,91750.0,36.0,7.2,31.6,31.0,7.290770258252709,0.0,1.62,27.4,1466.7,974.0,9.24,12.01,1.95,26.61,6.53,0.0,3.6
94131,San Francisco,27809.0,12469.0,198779.0,77.6,23.0,13.2,40.9,8.69297675537044,54.03,1.39,19.4,5960.9,16525.0,13.02,12.19,4.28,36.48,6.79,41.83,1.94
94132,San Francisco,27406.0,10686.0,118557.0,58.5,47.7,14.4,39.4,8.014137304914607,46.37,1.4,20.6,3023.4,14742.0,8.93,15.81,2.01,29.27,7.05,41.73,1.26
94133,San Francisco,24753.0,12954.0,83025.0,54.9,48.1,10.5,45.6,9.460429605568061,17.48,0.68,11.4,12841.4,9456.0,7.76,12.33,1.84,24.5,6.97,3.4,0.51
94134,San Francisco,40142.0,12545.0,107566.0,29.9,60.1,21.3,44.3,8.7353804807302,64.49,1.7,29.3,6219.1,24617.0,6.56,12.59,1.51,24.62,7.07,59.56,2.71
94158,San Francisco,11206.0,4907.0,184294.0,77.4,42.6,12.5,32.9,8.217222589988701,36.11,0.79,19.8,3704.2,3708.0,17.42,11.79,2.64,38.16,5.97,1.49,1.51
94301,Santa Clara,17126.0,7080.0,235529.0,83.3,26.1,6.0,45.4,8.101435293822641,51.6,1.58,28.2,3299.2,11743.0,21.19,10.63,3.89,47.08,6.36,44.79,1.29
94303,Santa Clara,47123.0,14485.0,148031.0,48.4,21.6,40.2,38.1,7.634724008017593,57.02,2.11,40.0,2068.8,35615.0,10.05,7.97,2.12,36.53,7.25,52.94,0.14
94304,Santa Clara,4731.0,2117.0,162569.0,82.0,22.8,13.5,40.7,5.762051382780177,24.19,1.2,22.4,318.0,4854.0,54.55,5.13,1.24,86.27,3.14,13.27,3.22
94305,Santa Clara,17912.0,3689.0,72470.0,90.9,25.4,16.0,22.6,7.21170432389779,26.57,1.15,14.0,1355.2,4190.0,14.87,11.79,3.34,33.82,6.59,24.45,2.52
94306,Santa Clara,27527.0,10794.0,186479.0,80.5,37.4,8.2,41.0,7.92106382273579,52.22,1.73,31.3,2754.7,19610.0,18.32,11.59,3.74,47.26,6.68,48.17,1.81
94401,San Mateo,35628.0,13086.0,121258.0,45.3,24.5,37.8,35.9,8.066741177573675,44.38,1.73,26.8,3186.7,26200.0,5.7,8.71,1.35,24.22,7.3,26.97,1.28
94402,San Mateo,25498.0,9944.0,179683.0,69.3,26.0,15.0,40.6,7.621146166019125,59.3,1.88,31.3,2040.9,22099.0,12.19,9.1,2.81,34.68,6.71,54.02,0.6
94403,San Mateo,43459.0,16372.0,179825.0,60.3,29.0,24.1,38.5,8.095415757815768,53.97,1.84,29.0,3279.4,33622.0,10.53,10.09,2.21,33.16,6.9,47.43,0.1
94404,San Mateo,35950.0,14583.0,182417.0,74.5,52.0,6.8,40.1,7.98986548755074,51.06,1.7,33.7,2950.9,27255.0,13.77,11.71,2.59,37.63,6.62,41.89,1.09
94501,Alameda,63517.0,25028.0,119500.0,58.1,27.8,14.5,40.1,7.702691605444117,41.8,1.55,31.9,2214.3,41381.0,8.56,11.21,2.57,29.15,7.3,35.42,1.23
94502,Alameda,13359.0,4782.0,194821.0,71.0,40.4,12.8,45.2,7.243441492482385,86.87,1.98,39.7,1398.9,10638.0,11.85,10.94,3.44,35.95,7.0,84.07,2.28
94503,Napa,21852.0,5971.0,123657.0,32.5,32.6,30.9,36.4,6.2766434893416445,77.84,2.57,45.2,532.0,19481.0,6.0,6.99,1.41,25.91,7.34,64.66,4.25
94505,Contra Costa,15316.0,5522.0,154063.0,33.0,5.1,18.0,44.5,5.640487624283887,88.74,2.35,35.6,281.6,13219.0,5.92,6.53,1.67,19.83,7.11,88.43,12.54
